Body_Type,Sex,Diet,How_Often_Shower,Heating_Energy_Source,Transport,Vehicle_Type,Social_Activity,Monthly_Grocery_Bill,Frequency_of_Traveling_by_Air,Vehicle_Monthly_Distance_Km,Waste_Bag_Size,Waste_Bag_Weekly_Count,How_Long_TV_PC_Daily_Hour,How_Many_New_Clothes_Monthly,How_Long_Internet_Daily_Hour,Energy_efficiency,Recycling,Cooking_With,CarbonEmission
normal,male,pescatarian,less frequently,electricity,public,No Vehicle,never,256,frequently,7.411556287811163,large,1,20,16,21,No,['Glass'],"['Stove', 'Grill', 'Airfryer']",1755
normal,female,vegetarian,twice a day,wood,walk/bicycle,No Vehicle,sometimes,278,rarely,4.477336814478207,medium,1,0,4,11,Yes,['Metal'],['Microwave'],853
obese,female,omnivore,twice a day,electricity,walk/bicycle,No Vehicle,sometimes,85,frequently,4.1588830833596715,large,6,17,22,21,Yes,"['Paper', 'Glass']","['Stove', 'Microwave']",2003
overweight,male,vegetarian,less frequently,wood,private,lpg,often,190,rarely,6.428105272684596,medium,4,1,4,13,No,"['Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",1564
overweight,male,omnivore,more frequently,electricity,public,No Vehicle,sometimes,164,very frequently,7.492760300922379,medium,6,21,13,22,Yes,"['Paper', 'Plastic']","['Microwave', 'Grill', 'Airfryer']",2893
normal,female,omnivore,more frequently,wood,public,No Vehicle,sometimes,106,rarely,6.900730664045173,large,3,20,39,13,Sometimes,[],['Stove'],1734
obese,male,vegetarian,less frequently,coal,public,No Vehicle,sometimes,232,never,6.582025138892826,small,5,10,1,15,Sometimes,"['Paper', 'Plastic']","['Microwave', 'Grill', 'Airfryer']",1418
normal,female,vegetarian,less frequently,coal,public,No Vehicle,often,52,never,5.765191102784844,small,5,22,27,9,No,['Plastic'],['Microwave'],1328
underweight,male,omnivore,daily,natural gas,private,petrol,often,278,very frequently,4.418840607796598,extra large,7,6,13,12,Sometimes,['Metal'],['Stove'],3369
underweight,male,omnivore,more frequently,electricity,private,electric,sometimes,253,frequently,8.730589391275567,medium,6,17,2,23,Yes,"['Paper', 'Plastic']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1822
underweight,female,omnivore,twice a day,coal,walk/bicycle,No Vehicle,sometimes,222,very frequently,4.31748811353631,medium,2,15,43,6,Sometimes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2432
normal,female,pescatarian,twice a day,wood,private,hybrid,often,98,never,8.340217320947035,extra large,7,17,27,17,Yes,"['Paper', 'Plastic', 'Metal']",['Stove'],2300
underweight,female,vegetarian,daily,coal,private,lpg,never,99,frequently,8.471568013389962,extra large,5,1,21,23,Sometimes,"['Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",3263
overweight,female,omnivore,daily,coal,public,No Vehicle,sometimes,221,frequently,5.420534999272286,large,6,9,41,7,Sometimes,['Plastic'],"['Stove', 'Oven', 'Grill', 'Airfryer']",2969
obese,female,vegan,more frequently,wood,walk/bicycle,No Vehicle,often,163,rarely,4.248495242049359,medium,4,21,8,10,No,"['Paper', 'Plastic']",[],1296
normal,male,vegan,less frequently,coal,private,hybrid,often,292,very frequently,8.550241045462437,large,5,6,44,23,Sometimes,['Metal'],['Stove'],4488
underweight,male,omnivore,less frequently,natural gas,private,diesel,often,177,very frequently,4.7535901911063645,large,5,13,15,23,Sometimes,"['Paper', 'Metal']","['Oven', 'Grill', 'Airfryer']",2895
obese,female,vegan,daily,wood,walk/bicycle,No Vehicle,often,246,frequently,3.4011973816621555,extra large,2,19,48,1,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",2327
obese,female,vegetarian,less frequently,wood,public,No Vehicle,often,79,never,7.122059881629142,large,2,8,5,2,No,['Metal'],['Oven'],1118
normal,male,vegan,daily,electricity,public,No Vehicle,never,274,frequently,7.564238475170491,small,6,12,45,6,No,"['Paper', 'Plastic', 'Glass']",['Stove'],1874
obese,female,vegan,less frequently,wood,public,No Vehicle,often,185,frequently,5.19295685089021,extra large,1,12,9,11,Yes,[],"['Stove', 'Microwave', 'Grill', 'Airfryer']",1818
underweight,female,vegan,twice a day,coal,public,No Vehicle,often,79,never,7.329749689041512,extra large,4,10,11,19,Yes,"['Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1369
normal,male,vegan,less frequently,electricity,walk/bicycle,No Vehicle,never,166,rarely,4.584967478670572,extra large,3,4,36,12,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']",[],1150
obese,female,vegetarian,daily,coal,walk/bicycle,No Vehicle,often,125,very frequently,3.9512437185814275,large,3,22,28,6,Yes,"['Paper', 'Glass']","['Stove', 'Oven']",2730
overweight,male,vegetarian,more frequently,wood,walk/bicycle,No Vehicle,often,85,very frequently,4.07753744390572,small,2,15,31,0,No,['Metal'],"['Oven', 'Microwave']",2883
normal,male,vegetarian,twice a day,natural gas,public,No Vehicle,never,279,very frequently,6.455198563340122,large,4,4,28,16,Sometimes,"['Plastic', 'Glass']","['Stove', 'Oven', 'Microwave']",2923
overweight,female,vegan,more frequently,natural gas,walk/bicycle,No Vehicle,never,70,very frequently,2.0794415416798357,small,4,5,21,13,No,['Paper'],['Oven'],2112
underweight,female,vegan,daily,natural gas,public,No Vehicle,often,120,never,7.1891677384203225,small,4,16,17,7,Sometimes,"['Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",968
normal,male,pescatarian,less frequently,wood,walk/bicycle,No Vehicle,sometimes,271,rarely,3.367295829986474,large,4,8,23,21,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']",1516
underweight,female,omnivore,less frequently,wood,private,diesel,sometimes,232,rarely,8.730589391275567,large,2,8,44,3,No,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",3566
obese,male,pescatarian,daily,electricity,public,No Vehicle,sometimes,248,very frequently,7.2633296174768365,extra large,6,3,5,9,Yes,"['Paper', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",3164
overweight,female,vegetarian,daily,natural gas,public,No Vehicle,sometimes,104,frequently,6.70073110954781,small,7,5,37,10,Sometimes,['Plastic'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",2075
normal,female,pescatarian,daily,natural gas,public,No Vehicle,often,57,frequently,7.154615356913663,extra large,7,16,49,8,Sometimes,['Paper'],"['Stove', 'Oven', 'Microwave']",2637
overweight,female,vegan,twice a day,coal,public,No Vehicle,sometimes,149,never,6.740519359606223,extra large,7,14,24,24,Sometimes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2132
underweight,female,vegetarian,less frequently,wood,walk/bicycle,No Vehicle,often,121,never,3.970291913552122,medium,6,13,42,10,Sometimes,[],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1518
normal,male,vegetarian,daily,electricity,private,hybrid,often,132,never,8.463370384718731,large,3,6,30,2,Sometimes,"['Plastic', 'Glass']",['Stove'],1904
overweight,male,pescatarian,less frequently,natural gas,private,petrol,sometimes,193,frequently,8.730589391275567,large,5,11,24,13,Yes,['Plastic'],"['Oven', 'Grill', 'Airfryer']",6793
obese,female,vegetarian,daily,coal,walk/bicycle,No Vehicle,sometimes,98,rarely,1.0986122886681096,small,5,12,3,17,Sometimes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']",1214
obese,male,vegetarian,more frequently,wood,walk/bicycle,No Vehicle,often,284,frequently,3.7376696182833684,extra large,5,24,38,16,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",3193
normal,female,pescatarian,more frequently,electricity,walk/bicycle,No Vehicle,never,231,frequently,4.477336814478207,large,3,22,25,20,Yes,['Paper'],"['Stove', 'Oven', 'Microwave']",1641
overweight,male,omnivore,less frequently,electricity,public,No Vehicle,often,183,very frequently,6.628041376179533,extra large,7,14,39,16,Sometimes,['Plastic'],"['Oven', 'Microwave']",4039
obese,female,vegan,more frequently,wood,walk/bicycle,No Vehicle,sometimes,138,very frequently,4.1588830833596715,extra large,7,19,45,20,Yes,['Paper'],"['Microwave', 'Grill', 'Airfryer']",3707
normal,female,vegetarian,more frequently,electricity,private,lpg,sometimes,106,never,6.335054251498059,medium,1,2,27,1,Yes,"['Plastic', 'Metal']","['Stove', 'Oven']",743
normal,female,omnivore,less frequently,wood,walk/bicycle,No Vehicle,often,220,frequently,2.8903717578961645,extra large,1,12,12,2,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1436
overweight,male,vegetarian,more frequently,coal,private,diesel,often,120,very frequently,8.405143687607614,small,3,12,40,3,Sometimes,['Paper'],[],4492
obese,female,omnivore,daily,natural gas,private,diesel,never,200,very frequently,8.280711075662847,small,3,12,10,9,Sometimes,['Plastic'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",3618
normal,male,omnivore,twice a day,natural gas,private,diesel,often,259,never,8.730589391275567,medium,1,7,4,16,Yes,['Metal'],[],3555
underweight,female,vegetarian,more frequently,wood,private,electric,sometimes,204,very frequently,8.711607995897575,medium,4,4,12,14,Yes,"['Paper', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",1799
obese,female,vegetarian,twice a day,coal,private,petrol,never,270,frequently,8.730589391275567,medium,5,10,49,21,Sometimes,['Glass'],"['Oven', 'Microwave']",5616
obese,male,pescatarian,more frequently,natural gas,private,electric,often,106,frequently,8.730589391275567,medium,7,22,14,6,Yes,[],['Stove'],2505
obese,male,vegetarian,twice a day,natural gas,walk/bicycle,No Vehicle,often,178,never,4.290459441148391,medium,2,6,20,24,Yes,"['Paper', 'Metal']",['Oven'],1315
underweight,male,vegetarian,less frequently,natural gas,walk/bicycle,No Vehicle,often,90,frequently,3.4965075614664802,large,4,16,10,0,Sometimes,"['Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",1669
underweight,male,pescatarian,daily,coal,public,No Vehicle,never,274,frequently,6.453624998892692,extra large,3,22,26,2,Sometimes,"['Paper', 'Plastic', 'Glass']",[],2063
normal,male,omnivore,less frequently,electricity,walk/bicycle,No Vehicle,sometimes,219,frequently,4.3694478524670215,large,3,2,2,24,Sometimes,"['Paper', 'Plastic']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1672
obese,female,omnivore,less frequently,electricity,private,lpg,never,221,frequently,7.404279118037268,medium,3,18,6,4,Sometimes,"['Plastic', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",1993
normal,male,omnivore,less frequently,wood,private,petrol,sometimes,290,frequently,8.730589391275567,large,3,12,49,21,No,"['Glass', 'Metal']",['Stove'],5306
overweight,male,pescatarian,daily,wood,public,No Vehicle,never,205,never,7.133295954896068,extra large,2,17,26,4,Yes,"['Glass', 'Metal']","['Grill', 'Airfryer']",1394
obese,male,vegan,more frequently,coal,private,hybrid,often,169,frequently,8.730589391275567,medium,5,4,34,5,No,"['Paper', 'Metal']","['Oven', 'Microwave']",4284
underweight,female,vegan,daily,electricity,walk/bicycle,No Vehicle,often,141,never,4.477336814478207,small,3,3,16,1,Sometimes,['Plastic'],"['Grill', 'Airfryer']",667
overweight,male,pescatarian,less frequently,coal,walk/bicycle,No Vehicle,never,85,never,4.248495242049359,medium,5,21,12,7,Sometimes,['Paper'],"['Stove', 'Microwave']",1342
normal,female,vegetarian,more frequently,natural gas,walk/bicycle,No Vehicle,often,142,very frequently,4.23410650459726,extra large,4,22,8,17,Yes,"['Paper', 'Plastic', 'Glass']","['Grill', 'Airfryer']",2240
normal,male,pescatarian,daily,electricity,private,petrol,often,292,frequently,5.739792912179234,small,5,6,7,21,Sometimes,"['Paper', 'Glass']","['Stove', 'Microwave']",1686
overweight,female,omnivore,twice a day,wood,public,No Vehicle,never,193,never,6.821107472256465,extra large,4,10,22,21,Yes,"['Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",1689
overweight,female,pescatarian,more frequently,wood,private,diesel,often,160,never,6.75110146893676,large,4,5,45,6,Sometimes,['Plastic'],"['Microwave', 'Grill', 'Airfryer']",1969
underweight,female,omnivore,more frequently,wood,public,No Vehicle,never,170,never,5.966146739123692,medium,3,2,8,1,Yes,"['Paper', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",779
underweight,male,vegetarian,daily,electricity,walk/bicycle,No Vehicle,often,122,very frequently,2.639057329615259,large,6,22,11,4,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']",['Stove'],2210
normal,male,vegetarian,twice a day,coal,public,No Vehicle,sometimes,99,very frequently,6.431331081933479,small,3,0,35,4,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2483
overweight,female,omnivore,daily,coal,private,petrol,often,211,never,8.730589391275567,extra large,3,4,7,22,No,"['Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",4239
overweight,male,vegan,more frequently,natural gas,public,No Vehicle,never,211,very frequently,2.9444389791664403,large,3,13,36,9,No,"['Paper', 'Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",2855
normal,female,vegetarian,less frequently,natural gas,walk/bicycle,No Vehicle,often,163,never,4.02535169073515,medium,1,12,30,10,Yes,"['Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1007
overweight,male,omnivore,less frequently,electricity,private,diesel,often,114,rarely,8.730589391275567,large,1,23,44,12,No,"['Paper', 'Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",3871
underweight,female,vegan,daily,coal,walk/bicycle,No Vehicle,often,106,never,4.51085950651685,medium,3,22,22,6,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1004
normal,male,omnivore,less frequently,electricity,private,electric,sometimes,260,rarely,8.506536611227709,large,6,21,37,2,Sometimes,['Glass'],"['Stove', 'Oven', 'Microwave']",2043
underweight,male,vegetarian,daily,natural gas,private,lpg,often,244,rarely,8.730589391275567,medium,5,22,33,15,Sometimes,"['Paper', 'Glass', 'Metal']",['Stove'],3981
normal,male,omnivore,daily,electricity,public,No Vehicle,often,264,frequently,7.465655310134056,extra large,5,17,42,14,No,"['Paper', 'Plastic']","['Grill', 'Airfryer']",2705
normal,male,omnivore,twice a day,natural gas,public,No Vehicle,never,127,rarely,7.530479995245536,large,7,13,12,0,Sometimes,"['Plastic', 'Glass']","['Stove', 'Microwave']",1696
underweight,male,vegan,daily,electricity,walk/bicycle,No Vehicle,often,203,frequently,3.784189633918261,large,1,16,34,10,Yes,[],"['Stove', 'Oven', 'Microwave']",1815
overweight,male,omnivore,twice a day,natural gas,public,No Vehicle,often,51,rarely,7.277247726631484,extra large,6,16,24,3,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave']",2134
underweight,female,pescatarian,daily,coal,private,lpg,sometimes,229,rarely,7.340186835320115,extra large,6,4,8,6,Sometimes,"['Plastic', 'Metal']","['Stove', 'Microwave']",1940
underweight,female,vegan,daily,coal,walk/bicycle,No Vehicle,never,149,rarely,4.304065093204169,extra large,3,12,41,22,Yes,['Plastic'],['Oven'],1763
overweight,male,omnivore,more frequently,electricity,private,diesel,never,104,never,7.047517221357296,medium,2,11,34,0,Sometimes,['Paper'],"['Stove', 'Oven', 'Grill', 'Airfryer']",1476
underweight,female,omnivore,twice a day,wood,walk/bicycle,No Vehicle,never,68,rarely,3.1354942159291497,small,4,11,30,6,No,['Paper'],"['Stove', 'Oven']",1093
underweight,male,pescatarian,twice a day,electricity,public,No Vehicle,sometimes,174,rarely,7.315218389752975,large,2,9,45,17,Sometimes,"['Paper', 'Glass']","['Stove', 'Microwave']",1451
overweight,female,omnivore,daily,electricity,walk/bicycle,No Vehicle,never,122,rarely,3.6888794541139363,medium,3,18,10,6,Sometimes,[],"['Stove', 'Oven']",1106
normal,female,pescatarian,less frequently,wood,public,No Vehicle,never,186,never,6.71295620067707,small,1,19,33,4,No,[],['Oven'],1154
normal,male,vegetarian,daily,electricity,private,petrol,often,277,never,8.332067707289548,large,1,17,8,18,Sometimes,[],"['Oven', 'Microwave']",2649
overweight,male,vegetarian,daily,coal,walk/bicycle,No Vehicle,never,119,very frequently,3.9512437185814275,small,2,4,18,6,No,"['Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']",2527
obese,female,vegetarian,twice a day,coal,public,No Vehicle,never,172,very frequently,7.030857476116121,extra large,7,16,6,3,Yes,['Metal'],"['Stove', 'Oven', 'Microwave']",3212
normal,male,pescatarian,twice a day,natural gas,walk/bicycle,No Vehicle,never,207,never,4.07753744390572,medium,6,15,9,8,Yes,"['Plastic', 'Glass']",['Microwave'],1164
overweight,male,vegetarian,daily,natural gas,public,No Vehicle,sometimes,121,never,7.205635176410364,large,3,6,33,15,Sometimes,['Metal'],"['Stove', 'Oven', 'Grill', 'Airfryer']",1801
underweight,male,vegan,more frequently,coal,walk/bicycle,No Vehicle,never,235,frequently,4.605170185988092,small,2,16,25,4,No,"['Paper', 'Glass']","['Microwave', 'Grill', 'Airfryer']",1675
overweight,male,vegetarian,more frequently,coal,walk/bicycle,No Vehicle,never,106,never,4.248495242049359,medium,2,22,22,1,No,"['Paper', 'Plastic']","['Stove', 'Oven', 'Grill', 'Airfryer']",1356
overweight,male,omnivore,twice a day,wood,walk/bicycle,No Vehicle,often,110,very frequently,4.143134726391533,medium,6,20,26,7,Sometimes,"['Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",3041
normal,male,vegetarian,more frequently,wood,walk/bicycle,No Vehicle,often,242,rarely,4.418840607796598,large,7,20,7,0,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1572
underweight,female,vegetarian,less frequently,natural gas,walk/bicycle,No Vehicle,sometimes,256,frequently,4.477336814478207,small,7,16,20,13,No,"['Paper', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1354
obese,male,vegetarian,daily,natural gas,walk/bicycle,No Vehicle,sometimes,289,never,4.060443010546419,medium,2,13,14,18,Sometimes,['Paper'],['Oven'],1355
obese,female,omnivore,twice a day,natural gas,walk/bicycle,No Vehicle,never,82,rarely,4.219507705176107,small,3,13,41,5,No,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",1340
underweight,female,vegan,less frequently,electricity,private,diesel,sometimes,289,frequently,8.730589391275567,medium,1,7,27,0,Sometimes,"['Paper', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",2511
normal,female,vegetarian,more frequently,wood,walk/bicycle,No Vehicle,sometimes,154,never,3.4339872044851463,small,6,3,12,22,No,"['Paper', 'Glass']","['Stove', 'Oven']",924
normal,male,pescatarian,twice a day,coal,private,diesel,sometimes,215,very frequently,8.624611588183507,small,4,17,44,24,Yes,"['Plastic', 'Glass']","['Stove', 'Oven']",4633
normal,male,vegetarian,daily,wood,private,electric,never,181,never,7.195937226475569,small,4,15,27,20,Sometimes,['Plastic'],['Microwave'],1323
obese,male,vegan,less frequently,natural gas,private,petrol,sometimes,180,frequently,8.643649615368796,large,7,18,29,13,Sometimes,"['Paper', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",5318
underweight,female,pescatarian,more frequently,electricity,public,No Vehicle,sometimes,72,never,7.38025578842646,large,4,11,1,22,No,"['Paper', 'Plastic', 'Glass', 'Metal']",['Oven'],668
overweight,male,omnivore,daily,coal,public,No Vehicle,sometimes,271,very frequently,6.912742820493176,small,7,0,11,4,Sometimes,"['Paper', 'Plastic', 'Metal']","['Oven', 'Microwave']",3009
overweight,female,vegetarian,more frequently,coal,public,No Vehicle,often,64,frequently,7.1569563646156364,medium,3,22,46,14,Yes,"['Paper', 'Metal']",['Stove'],2233
normal,female,pescatarian,less frequently,coal,public,No Vehicle,sometimes,286,very frequently,7.15305163493748,extra large,6,18,3,9,Yes,['Metal'],"['Stove', 'Oven', 'Grill', 'Airfryer']",2722
underweight,female,vegan,daily,wood,walk/bicycle,No Vehicle,never,213,very frequently,2.639057329615259,medium,2,20,20,10,Yes,"['Plastic', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",1801
underweight,male,vegetarian,twice a day,electricity,private,lpg,sometimes,226,frequently,7.971776122880628,small,6,4,13,22,Sometimes,['Metal'],['Stove'],2251
normal,female,vegan,twice a day,electricity,private,diesel,often,97,very frequently,5.831882477283517,extra large,4,15,50,5,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",2439
normal,female,vegetarian,daily,wood,public,No Vehicle,sometimes,295,frequently,5.351858133476067,small,4,23,24,18,Sometimes,"['Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']",1603
normal,female,pescatarian,twice a day,electricity,private,hybrid,often,197,very frequently,8.434463543817241,small,4,11,7,1,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",2310
underweight,male,pescatarian,less frequently,electricity,public,No Vehicle,never,164,never,7.465082736399547,large,2,24,49,15,No,"['Paper', 'Glass', 'Metal']","['Grill', 'Airfryer']",1156
obese,male,pescatarian,daily,electricity,private,petrol,often,286,never,8.730589391275567,small,6,10,37,2,Sometimes,"['Plastic', 'Glass']","['Microwave', 'Grill', 'Airfryer']",4603
underweight,male,vegetarian,more frequently,electricity,public,No Vehicle,never,294,frequently,7.233455418621439,small,1,0,3,15,Sometimes,['Paper'],[],1216
obese,male,vegan,more frequently,coal,walk/bicycle,No Vehicle,often,80,frequently,3.4339872044851463,medium,7,0,17,3,No,"['Paper', 'Glass', 'Metal']",['Oven'],2433
overweight,male,pescatarian,daily,wood,public,No Vehicle,sometimes,234,very frequently,4.532599493153256,large,4,12,35,21,Yes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave']",3416
overweight,female,pescatarian,less frequently,coal,private,diesel,often,116,frequently,7.526178913346146,extra large,1,7,48,18,Sometimes,"['Paper', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2635
obese,female,vegan,daily,electricity,public,No Vehicle,sometimes,245,frequently,7.269616749608169,medium,2,15,32,9,No,"['Paper', 'Glass']","['Stove', 'Oven']",1838
normal,female,omnivore,daily,wood,private,electric,never,199,very frequently,8.730589391275567,extra large,1,18,47,6,Sometimes,"['Glass', 'Metal']",['Stove'],2361
underweight,male,vegetarian,more frequently,wood,private,lpg,sometimes,207,very frequently,8.730589391275567,medium,5,22,18,9,Yes,"['Paper', 'Plastic']","['Oven', 'Grill', 'Airfryer']",4920
normal,female,omnivore,more frequently,coal,private,diesel,often,296,very frequently,8.730589391275567,extra large,7,11,21,5,Sometimes,[],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",5366
normal,female,omnivore,daily,electricity,walk/bicycle,No Vehicle,sometimes,129,never,2.639057329615259,medium,1,22,8,4,Sometimes,[],['Oven'],665
obese,male,omnivore,more frequently,coal,private,diesel,often,261,frequently,7.895436006942965,extra large,1,24,32,23,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",3881
normal,male,vegan,twice a day,wood,public,No Vehicle,sometimes,107,very frequently,2.1972245773362196,extra large,1,9,42,7,Yes,[],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2745
normal,male,vegetarian,less frequently,natural gas,walk/bicycle,No Vehicle,often,139,frequently,4.543294782270004,large,6,19,20,7,No,"['Paper', 'Metal']",['Stove'],2216
underweight,female,pescatarian,twice a day,coal,walk/bicycle,No Vehicle,often,80,rarely,4.59511985013459,extra large,5,4,43,20,Sometimes,"['Glass', 'Metal']","['Grill', 'Airfryer']",1840
overweight,male,vegetarian,twice a day,coal,private,diesel,often,238,very frequently,8.730589391275567,extra large,3,20,25,19,Sometimes,"['Paper', 'Plastic']","['Stove', 'Grill', 'Airfryer']",5741
overweight,female,pescatarian,daily,wood,walk/bicycle,No Vehicle,sometimes,234,very frequently,4.219507705176107,small,7,9,22,22,Yes,"['Paper', 'Plastic']","['Stove', 'Microwave']",2387
underweight,male,omnivore,daily,natural gas,private,diesel,never,67,never,6.7357800142423265,extra large,2,8,27,2,Yes,"['Plastic', 'Glass', 'Metal']",['Stove'],1125
obese,female,omnivore,twice a day,electricity,private,diesel,often,174,never,7.7651449029361315,small,4,9,38,4,No,['Paper'],['Stove'],2027
obese,female,omnivore,daily,coal,walk/bicycle,No Vehicle,sometimes,89,frequently,3.9889840465642745,medium,1,1,18,21,Sometimes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Microwave']",1805
obese,male,omnivore,daily,electricity,public,No Vehicle,often,195,rarely,6.408528791059498,medium,2,7,15,24,Sometimes,"['Paper', 'Glass']","['Oven', 'Grill', 'Airfryer']",1574
overweight,male,vegetarian,less frequently,natural gas,public,No Vehicle,often,265,frequently,7.347299700743164,medium,3,13,50,8,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2425
normal,female,omnivore,less frequently,electricity,public,No Vehicle,often,59,very frequently,6.922643891475888,small,5,7,33,13,Yes,"['Plastic', 'Metal']","['Stove', 'Grill', 'Airfryer']",2166
underweight,male,pescatarian,daily,wood,walk/bicycle,No Vehicle,sometimes,260,frequently,3.7612001156935624,medium,4,13,23,17,Sometimes,['Metal'],"['Stove', 'Oven', 'Grill', 'Airfryer']",2092
overweight,male,omnivore,daily,coal,private,hybrid,sometimes,62,rarely,8.126813720726114,large,1,1,11,7,Yes,[],"['Stove', 'Oven', 'Grill', 'Airfryer']",2190
underweight,female,omnivore,less frequently,natural gas,private,hybrid,sometimes,242,frequently,8.715388097366482,small,3,7,20,1,Yes,"['Paper', 'Glass']","['Stove', 'Oven']",2168
underweight,female,pescatarian,twice a day,coal,private,petrol,never,224,never,8.730589391275567,large,7,3,5,23,Sometimes,['Glass'],['Microwave'],4629
obese,male,vegetarian,more frequently,wood,walk/bicycle,No Vehicle,never,281,frequently,3.9318256327243257,extra large,1,8,37,4,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",2189
underweight,female,omnivore,daily,coal,walk/bicycle,No Vehicle,often,66,frequently,4.499809670330265,large,6,15,44,18,No,"['Paper', 'Plastic']","['Stove', 'Oven', 'Microwave']",2450
underweight,female,vegetarian,more frequently,wood,public,No Vehicle,often,122,frequently,5.60947179518496,small,4,24,11,6,Yes,"['Paper', 'Glass']","['Microwave', 'Grill', 'Airfryer']",1394
obese,male,vegetarian,more frequently,wood,walk/bicycle,No Vehicle,never,238,frequently,4.304065093204169,medium,6,8,22,20,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Grill', 'Airfryer']",2278
underweight,male,omnivore,twice a day,coal,private,diesel,sometimes,76,rarely,8.303752415563412,medium,7,13,30,24,Sometimes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2972
obese,female,vegetarian,daily,wood,private,hybrid,never,82,never,7.972810784121404,large,1,15,37,10,Yes,"['Plastic', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1679
normal,male,pescatarian,more frequently,natural gas,walk/bicycle,No Vehicle,often,71,rarely,4.48863636973214,small,5,16,17,24,No,[],"['Oven', 'Microwave']",1659
overweight,male,vegetarian,less frequently,natural gas,private,electric,never,228,never,8.09162741160107,extra large,6,3,25,17,Sometimes,['Plastic'],"['Grill', 'Airfryer']",2163
normal,female,omnivore,more frequently,natural gas,private,hybrid,never,234,rarely,8.646289764750648,small,7,17,21,3,Sometimes,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave']",2171
